Mod:Item:MetaData, Localized Name
ThermalDynamics:cover:0, Крышка (Orange Shaded Glass)
ThermalDynamics:cover:0, Крышка (Magenta Shaded Glass)
ThermalDynamics:cover:0, Крышка (Light Blue Shaded Glass)
ThermalDynamics:cover:0, Крышка (Yellow Shaded Glass)
ThermalDynamics:cover:0, Крышка (Lime Shaded Glass)
ThermalDynamics:cover:0, Крышка (Pink Shaded Glass)
ThermalDynamics:cover:0, Крышка (Gray Shaded Glass)
ThermalDynamics:cover:0, Крышка (Silver Shaded Glass)
ThermalDynamics:cover:0, Крышка (Cyan Shaded Glass)
ThermalDynamics:cover:0, Крышка (Purple Shaded Glass)
ThermalDynamics:cover:0, Крышка (Blue Shaded Glass)
ThermalDynamics:cover:0, Крышка (Brown Shaded Glass)
ThermalDynamics:cover:0, Крышка (Green Shaded Glass)
ThermalDynamics:cover:0, Крышка (Red Shaded Glass)
ThermalDynamics:cover:0, Крышка (Black Shaded Glass)
ThermalDynamics:cover:0, Крышка (White Shaded Glass)
ThermalDynamics:cover:0, Крышка (Orange Shaded Glass)
ThermalDynamics:cover:0, Крышка (Magenta Shaded Glass)
ThermalDynamics:cover:0, Крышка (Light Blue Shaded Glass)
ThermalDynamics:cover:0, Крышка (Yellow Shaded Glass)
ThermalDynamics:cover:0, Крышка (Lime Shaded Glass)
ThermalDynamics:cover:0, Крышка (Pink Shaded Glass)
ThermalDynamics:cover:0, Крышка (Gray Shaded Glass)
ThermalDynamics:cover:0, Крышка (Silver Shaded Glass)
ThermalDynamics:cover:0, Крышка (Cyan Shaded Glass)
ThermalDynamics:cover:0, Крышка (Purple Shaded Glass)
ThermalDynamics:cover:0, Крышка (Blue Shaded Glass)
ThermalDynamics:cover:0, Крышка (Brown Shaded Glass)
ThermalDynamics:cover:0, Крышка (Green Shaded Glass)
ThermalDynamics:cover:0, Крышка (Red Shaded Glass)
ThermalDynamics:cover:0, Крышка (Black Shaded Glass)
ThermalDynamics:cover:0, Крышка (Mirror Surface)
ThermalDynamics:cover:0, Крышка (Твердь)
ThermalDynamics:cover:0, Крышка (Пыточный камень)
ThermalDynamics:cover:0, Крышка (Портал духов)
ThermalDynamics:cover:0, Крышка (Портал Мучений)
ThermalDynamics:cover:0, Крышка (tile.witchery:light.name)
ThermalDynamics:cover:0, Крышка (Sun Collector)
ThermalDynamics:cover:0, Крышка (Ритуальный символ)
ThermalDynamics:cover:0, Крышка (Потусторонний символ)
ThermalDynamics:cover:0, Крышка (Адский символ)
ThermalDynamics:cover:0, Крышка (Flowing Spirit)
ThermalDynamics:cover:0, Крышка (Flowing Spirit)
ThermalDynamics:cover:0, Крышка (Disease)
ThermalDynamics:cover:0, Крышка (tile.witchery:brew.name)
ThermalDynamics:cover:0, Крышка (Каркас)
ThermalDynamics:cover:0, Крышка (Буровая труба)
ThermalDynamics:cover:0, Крышка (tile.moltenIron.name)
ThermalDynamics:cover:0, Крышка (tile.venenium.name)
ThermalDynamics:cover:0, Крышка (Silver Ore)
ThermalDynamics:cover:0, Крышка (Drop Portal)
ThermalDynamics:cover:0, Крышка (tile.returnPortal.name)
ThermalDynamics:cover:0, Крышка (tile.mazePortal.name)
ThermalDynamics:cover:0, Крышка (tile.crystalPortal.name)
ThermalDynamics:cover:0, Крышка (tile.compressedPortal.name)
ThermalDynamics:cover:0, Крышка (tile.bedrockPlainsPortal.name)
ThermalDynamics:cover:0, Крышка (tile.nearNetherPortal.name)
ThermalDynamics:cover:0, Крышка (tile.lavaPortal.name)
ThermalDynamics:cover:0, Крышка (tile.nearVoidPortal.name)
ThermalDynamics:cover:0, Крышка (tile.deepWorldPortal.name)
ThermalDynamics:cover:0, Крышка (tile.darknessPortal.name)
ThermalDynamics:cover:0, Крышка (tile.abandonedCavesPortal.name)
ThermalDynamics:cover:0, Крышка (tile.mutationPortal.name)
ThermalDynamics:cover:0, Крышка (tile.farVoidPortal.name)
ThermalDynamics:cover:0, Крышка (tile.forgottenPortal.name)
ThermalDynamics:cover:0, Крышка (tile.evilPortal.name)
ThermalDynamics:cover:0, Крышка (tile.finalLabyrinthPortal.name)
ThermalDynamics:cover:0, Крышка (Sapphire Ore)
ThermalDynamics:cover:0, Крышка (Aquamarine Ore)
ThermalDynamics:cover:0, Крышка (Ametrine Ore)
ThermalDynamics:cover:0, Крышка (Compressed Coal Ore)
ThermalDynamics:cover:0, Крышка (Compressed Iron Ore)
ThermalDynamics:cover:0, Крышка (Compressed Gold Ore)
ThermalDynamics:cover:0, Крышка (Compressed Lapis Lazuli Ore)
ThermalDynamics:cover:0, Крышка (Compressed Redstone Ore)
ThermalDynamics:cover:0, Крышка (Compressed Redstone Ore)
ThermalDynamics:cover:0, Крышка (Compressed Diamond Ore)
ThermalDynamics:cover:0, Крышка (Compressed Emerald Ore)
ThermalDynamics:cover:0, Крышка (Deep Compressed Coal Ore)
ThermalDynamics:cover:0, Крышка (Deep Compressed Iron Ore)
ThermalDynamics:cover:0, Крышка (Deep Compressed Gold Ore)
ThermalDynamics:cover:0, Крышка (Deep Compressed Lapis Lazuli Ore)
ThermalDynamics:cover:0, Крышка (Deep Compressed Redstone Ore)
ThermalDynamics:cover:0, Крышка (Deep Compressed Redstone Ore)
ThermalDynamics:cover:0, Крышка (Deep Compressed Diamond Ore)
ThermalDynamics:cover:0, Крышка (Deep Compressed Emerald Ore)
ThermalDynamics:cover:0, Крышка (Dark Coal Ore)
ThermalDynamics:cover:0, Крышка (Dark Iron Ore)
ThermalDynamics:cover:0, Крышка (Dark Gold Ore)
ThermalDynamics:cover:0, Крышка (Dark Lapis Lazuli Ore)
ThermalDynamics:cover:0, Крышка (Dark Redstone Ore)
ThermalDynamics:cover:0, Крышка (Dark Redstone Ore)
ThermalDynamics:cover:0, Крышка (Dark Diamond Ore)
ThermalDynamics:cover:0, Крышка (Dark Emerald Ore)
ThermalDynamics:cover:0, Крышка (Abandoned Caves Coal Ore)
ThermalDynamics:cover:0, Крышка (Abandoned Caves Iron Ore)
ThermalDynamics:cover:0, Крышка (Abandoned Caves Gold Ore)
ThermalDynamics:cover:0, Крышка (Abandoned Caves Lapis Lazuli Ore)
ThermalDynamics:cover:0, Крышка (Abandoned Caves Redstone Ore)
ThermalDynamics:cover:0, Крышка (Abandoned Caves Redstone Ore)
ThermalDynamics:cover:0, Крышка (Abandoned Caves Diamond Ore)
ThermalDynamics:cover:0, Крышка (Abandoned Caves Emerald Ore)
ThermalDynamics:cover:0, Крышка (Fragmented Bedrock)
ThermalDynamics:cover:0, Крышка (Block of Silver)
ThermalDynamics:cover:0, Крышка (Block of Sapphire)
ThermalDynamics:cover:0, Крышка (Block of Aquamarine)
ThermalDynamics:cover:0, Крышка (Block of Ametrine)
ThermalDynamics:cover:0, Крышка (Tenebrium Ore)
ThermalDynamics:cover:0, Крышка (Block of Tenebrium)
ThermalDynamics:cover:0, Крышка (Forgotten Gemstone Ore)
ThermalDynamics:cover:0, Крышка (Final Labyrinth Bedrock)
ThermalDynamics:cover:0, Крышка (Block of Forgotten Gemstone)
ThermalDynamics:cover:0, Крышка (Level Barrier)
ThermalDynamics:cover:0, Крышка (Dark Stone)
ThermalDynamics:cover:0, Крышка (Vesperite Ore)
ThermalDynamics:cover:0, Крышка (Abandoned Caves Stone)
ThermalDynamics:cover:0, Крышка (Deep Stone)
ThermalDynamics:cover:0, Крышка (Supercooled Obsidian)
ThermalDynamics:cover:0, Крышка (Heated Obsidian)
ThermalDynamics:cover:0, Крышка (Block of Vesperite)
ThermalDynamics:cover:0, Крышка (Deep Cobblestone)
ThermalDynamics:cover:0, Крышка (Fragmented Cobblestone)
ThermalDynamics:cover:0, Крышка (Crying Obsidian)
ThermalDynamics:cover:0, Крышка (Soul Stone)
ThermalDynamics:cover:0, Крышка (Corrupted Soul Stone)
ThermalDynamics:cover:0, Крышка (Profundium Ore)
ThermalDynamics:cover:0, Крышка (Block of Profundium)
ThermalDynamics:cover:0, Крышка (Evanescite Ore)
ThermalDynamics:cover:0, Крышка (Block of Evanescite)
ThermalDynamics:cover:0, Крышка (Deep Coal Ore)
ThermalDynamics:cover:0, Крышка (Deep Iron Ore)
ThermalDynamics:cover:0, Крышка (Deep Gold Ore)
ThermalDynamics:cover:0, Крышка (Deep Lapis Lazuli Ore)
ThermalDynamics:cover:0, Крышка (Deep Redstone Ore)
ThermalDynamics:cover:0, Крышка (Deep Redstone Ore)
ThermalDynamics:cover:0, Крышка (Deep Diamond Ore)
ThermalDynamics:cover:0, Крышка (Deep Emerald Ore)
ThermalDynamics:cover:0, Крышка (White Crystal)
ThermalDynamics:cover:0, Крышка (Orange Crystal)
ThermalDynamics:cover:0, Крышка (Magenta Crystal)
ThermalDynamics:cover:0, Крышка (Light Blue Crystal)
ThermalDynamics:cover:0, Крышка (Yellow Crystal)
ThermalDynamics:cover:0, Крышка (Light Green Crystal)
ThermalDynamics:cover:0, Крышка (Pink Crystal)
ThermalDynamics:cover:0, Крышка (Turquoise Crystal)
ThermalDynamics:cover:0, Крышка (Purple Crystal)
ThermalDynamics:cover:0, Крышка (Dark Blue Crystal)
ThermalDynamics:cover:0, Крышка (Aqua Crystal)
ThermalDynamics:cover:0, Крышка (Dark Green Crystal)
ThermalDynamics:cover:0, Крышка (Red Crystal)
ThermalDynamics:cover:0, Крышка (Ruby Ore)
ThermalDynamics:cover:0, Крышка (Ruby Block)
ThermalDynamics:cover:0, Крышка (Magma Stone)
ThermalDynamics:cover:0, Крышка (Deep Compressed Silver Ore)
ThermalDynamics:cover:0, Крышка (Deep Compressed Sapphire Ore)
ThermalDynamics:cover:0, Крышка (Deep Compressed Aquamarine Ore)
ThermalDynamics:cover:0, Крышка (Deep Compressed Ruby Ore)
ThermalDynamics:cover:0, Крышка (Compressed Silver Ore)
ThermalDynamics:cover:0, Крышка (Compressed Sapphire Ore)
ThermalDynamics:cover:0, Крышка (Compressed Aquamarine Ore)
ThermalDynamics:cover:0, Крышка (Compressed Ruby Ore)
ThermalDynamics:cover:0, Крышка (Rotten Planks)
ThermalDynamics:cover:0, Крышка (Rusty Iron Bars)
ThermalDynamics:cover:0, Крышка (Медная руда)
ThermalDynamics:cover:0, Крышка (Оловянная руда)
ThermalDynamics:cover:0, Крышка (Серебряная руда)
ThermalDynamics:cover:0, Крышка (Свинцовая руда)
ThermalDynamics:cover:0, Крышка (Никелевая руда)
ThermalDynamics:cover:0, Крышка (Платиновая руда)
ThermalDynamics:cover:0, Крышка (Мифриловая руда)
ThermalDynamics:cover:0, Крышка (Медный блок)
ThermalDynamics:cover:0, Крышка (Оловянный блок)
ThermalDynamics:cover:0, Крышка (Серебряный блок)
ThermalDynamics:cover:0, Крышка (Свинцовый блок)
ThermalDynamics:cover:0, Крышка (Никелевый блок)
ThermalDynamics:cover:0, Крышка (Платиновый блок)
ThermalDynamics:cover:0, Крышка (Мифриловый блок)
ThermalDynamics:cover:0, Крышка (Электрумовый блок)
ThermalDynamics:cover:0, Крышка (Инваровый блок)
ThermalDynamics:cover:0, Крышка (Бронзовый блок)
ThermalDynamics:cover:0, Крышка (Синаловый блок)
ThermalDynamics:cover:0, Крышка (Ламиумовый блок)
